"CUSTOMER_SK","products_bought","uniq_products_bought","total_spending","visit_no","average_spending"
"67043890","18","17","69.20000","1","69.20"
"21567926","23","20","69.20000","2","34.60"
"52885233","24","19","69.20000","2","34.60"
"60979422","23","20","69.19000","1","69.19"
"59519091","18","15","69.19000","2","34.60"
"61516442","15","15","69.18999","1","69.19"
"66707910","19","17","69.18000","5","13.84"
"23451849","17","16","69.18000","1","69.18"
"59071776","16","15","69.17999","1","69.18"
"52857684","16","15","69.17998","1","69.18"
"34321721","28","20","69.16000","3","23.05"
"60919798","31","20","69.15000","6","11.53"
"61320845","21","21","69.13999","2","34.57"
"22846341","21","17","69.13998","5","13.83"
"36040107","15","15","69.12999","4","17.28"
"50108769","30","18","69.11999","1","69.12"
"21333758","21","16","69.10999","4","17.28"
"61044027","32","25","69.10000","5","13.82"
"59564125","24","19","69.08000","5","13.82"
"23708990","19","16","69.04999","3","23.02"
"20860978","23","20","69.04000","4","17.26"
"60962340","25","15","69.03999","3","23.01"
"59645354","14","12","69.02999","1","69.03"
"23637427","16","13","69.02998","5","13.81"
"28739552","18","16","69.01999","2","34.51"
"36330401","28","16","69.01997","1","69.02"
"53993124","23","19","69.00999","2","34.50"
"69697065","19","17","68.99999","1","69.00"
"21128389","20","12","68.98998","4","17.25"
"20764124","20","18","68.98000","1","68.98"
"60670325","17","13","68.97997","1","68.98"
"35107810","18","14","68.97000","1","68.97"
"66257557","30","24","68.97000","2","34.49"
"22824443","16","16","68.96999","3","22.99"
"62506413","17","14","68.96000","5","13.79"
"58369384","18","17","68.94000","1","68.94"
"60266941","23","16","68.93999","1","68.94"
"28651884","17","13","68.93999","3","22.98"
"21672017","22","14","68.93999","4","17.23"
"22517728","12","11","68.91995","2","34.46"
"21472810","19","18","68.90999","1","68.91"
"58355469","14","12","68.90999","2","34.45"
"61912146","17","15","68.90999","1","68.91"
"62338435","19","15","68.90998","7","9.84"
"21625217","21","20","68.90000","3","22.97"
"37048166","17","16","68.90000","2","34.45"
"53543047","25","20","68.87999","6","11.48"
"64877560","24","20","68.86999","5","13.77"
"37449473","30","29","68.86002","3","22.95"
"53712795","17","17","68.85000","3","22.95"
"27906300","18","17","68.85000","1","68.85"
"39947465","24","23","68.85000","5","13.77"
"30162230","23","18","68.84999","1","68.85"
"40180545","21","16","68.83999","3","22.95"
"61268786","21","16","68.79999","2","34.40"
"62393088","28","25","68.79000","4","17.20"
"55842201","16","14","68.78998","3","22.93"
"61834731","24","17","68.77000","2","34.39"
"60072637","19","13","68.77000","5","13.75"
"31798825","10","9","68.76997","1","68.77"
"20686200","17","17","68.73998","1","68.74"
"62337202","24","21","68.73000","5","13.75"
"58896877","20","20","68.72999","1","68.73"
"51680182","17","13","68.72998","1","68.73"
"60693793","24","22","68.72000","3","22.91"
"25765477","18","16","68.71000","2","34.36"
"61095977","13","11","68.68000","3","22.89"
"59618376","18","15","68.68000","2","34.34"
"28834231","27","21","68.67999","1","68.68"
"39912872","19","16","68.67998","1","68.68"
"20952875","19","16","68.67998","2","34.34"
"22590398","20","18","68.67000","1","68.67"
"64969111","17","14","68.66999","2","34.33"
"68346324","18","17","68.66000","2","34.33"
"62695121","26","20","68.66000","5","13.73"
"58890313","22","21","68.66000","1","68.66"
"33410280","20","19","68.65999","6","11.44"
"69733903","22","15","68.65000","2","34.33"
"21152236","25","24","68.65000","1","68.65"
"61106193","27","21","68.64000","3","22.88"
"60670016","22","20","68.64000","1","68.64"
"21608215","20","14","68.63999","3","22.88"
"39276976","23","21","68.63000","1","68.63"
"61860372","24","22","68.62000","2","34.31"
"20758684","19","16","68.62000","2","34.31"
"21139553","19","15","68.61999","1","68.62"
"69405281","24","20","68.61999","1","68.62"
"22607487","17","16","68.60999","1","68.61"
"21444332","26","15","68.60000","2","34.30"
"59564466","24","19","68.60000","6","11.43"
"65595582","17","15","68.58999","2","34.29"
"62306685","26","24","68.58000","2","34.29"
"58883834","33","24","68.57000","2","34.29"
"21722848","23","20","68.55999","3","22.85"
"28733998","24","20","68.55999","1","68.56"
"22375840","16","16","68.55998","1","68.56"
"67241355","27","19","68.54999","2","34.27"
"35072064","22","20","68.53999","1","68.54"
"52870155","23","16","68.51999","9","7.61"
"53243271","17","17","68.51999","4","17.13"
"20743240","14","14","68.51999","1","68.52"
"40022066","26","17","68.50998","4","17.13"
"26131974","17","11","68.48998","1","68.49"
"39746091","16","15","68.47999","1","68.48"
"39300795","22","10","68.47000","6","11.41"
"58323150","36","11","68.46999","3","22.82"
"21451757","20","17","68.46999","2","34.23"
"39444404","25","20","68.45000","3","22.82"
"22847768","26","23","68.44999","10","6.84"
"58639354","26","9","68.44996","10","6.84"
"62347252","30","26","68.44000","3","22.81"
"37124676","21","18","68.43000","5","13.69"
"37151957","33","24","68.43000","2","34.22"
"50223695","21","10","68.42994","2","34.21"
"66880320","22","18","68.41999","3","22.81"
"58789285","17","15","68.41998","1","68.42"
"39535913","19","16","68.40999","1","68.41"
"60780877","19","14","68.40999","1","68.41"
"51901857","17","17","68.39999","1","68.40"
"36799398","13","12","68.38999","1","68.39"
"28240600","19","17","68.37999","2","34.19"
"58856555","21","16","68.36998","2","34.18"
"25713432","19","17","68.36000","2","34.18"
"59083521","23","14","68.33999","5","13.67"
"21159887","21","11","68.33999","2","34.17"
"69731328","21","20","68.33999","2","34.17"
"59512865","15","14","68.33998","2","34.17"
"60622320","20","17","68.32999","3","22.78"
"34842971","24","23","68.30000","3","22.77"
"58252668","26","15","68.30000","8","8.54"
"58734134","11","11","68.29997","2","34.15"
"26314099","22","21","68.29000","5","13.66"
"69650883","13","13","68.28998","1","68.29"
"51600646","18","18","68.26999","1","68.27"
"36028227","25","20","68.26999","4","17.07"
"36395311","25","20","68.26000","12","5.69"
"64877903","27","23","68.24999","3","22.75"
"22562453","25","22","68.23000","2","34.12"
"52636607","16","16","68.23000","1","68.23"
"58644772","16","13","68.22998","1","68.23"
"61902646","28","17","68.22000","7","9.75"
"25701136","23","15","68.21999","2","34.11"
"62437710","25","14","68.21000","5","13.64"
"60442061","21","20","68.21000","1","68.21"
"60726115","20","16","68.20999","2","34.10"
"58734852","33","24","68.20999","4","17.05"
"22007122","25","18","68.20000","2","34.10"
"22532611","21","17","68.20000","6","11.37"
"61864146","20","17","68.20000","2","34.10"
"58664459","22","22","68.19999","2","34.10"
"58423712","24","21","68.19000","4","17.05"
"36521141","23","20","68.18999","3","22.73"
"40238431","18","15","68.18999","1","68.19"
"58872046","21","16","68.17000","5","13.63"
"61788229","19","14","68.16000","3","22.72"
"34308368","24","19","68.15000","6","11.36"
"66287989","23","14","68.14999","7","9.74"
"64920699","18","17","68.13997","9","7.57"
"64461338","33","25","68.11000","4","17.03"
"23708584","20","17","68.11000","2","34.06"
"42485864","13","12","68.10998","1","68.11"
"26252315","13","12","68.09999","1","68.10"
"61497257","16","16","68.09998","3","22.70"
"51840690","18","15","68.08999","2","34.04"
"25583795","16","10","68.08000","5","13.62"
"60636825","16","15","68.07998","1","68.08"
"62446681","15","12","68.06999","7","9.72"
"58906960","21","12","68.06998","2","34.03"
"59914329","19","13","68.06997","5","13.61"
"64882712","28","21","68.05000","6","11.34"
"59004622","23","13","68.04000","13","5.23"
"31683298","15","12","68.03998","1","68.04"
"36375579","28","22","68.02000","6","11.34"
"58644148","12","11","68.01997","1","68.02"
"21265728","22","18","68.01000","2","34.01"
"59463103","20","19","67.97000","3","22.66"
"21565088","16","13","67.97000","3","22.66"
"69416520","25","20","67.95000","1","67.95"
"61332393","13","11","67.95000","7","9.71"
"46281484","22","21","67.95000","5","13.59"
"21152892","24","21","67.94998","1","67.95"
"22842321","21","21","67.93999","1","67.94"
"59430514","37","24","67.93000","6","11.32"
"59684226","16","15","67.93000","2","33.97"
"23650716","17","16","67.92999","4","16.98"
"21601722","18","17","67.92000","2","33.96"
"67022455","17","15","67.91998","2","33.96"
"58640605","15","13","67.90998","2","33.95"
"21722009","14","13","67.89995","4","16.97"
"58362258","14","13","67.87998","2","33.94"
"23645045","25","20","67.87000","2","33.94"
"40166385","23","19","67.87000","4","16.97"
"61071034","22","20","67.86999","3","22.62"
"64906006","24","18","67.86000","3","22.62"
"59344237","15","12","67.86000","4","16.97"
"59488446","30","17","67.84000","6","11.31"
"58292919","23","21","67.83000","1","67.83"
"53634973","20","16","67.83000","7","9.69"
"21166623","20","20","67.83000","1","67.83"
"65272051","22","21","67.82999","4","16.96"
"52172250","23","21","67.82998","2","33.91"
"65900727","21","13","67.80998","3","22.60"
"21152390","14","11","67.80997","3","22.60"
"21620474","20","14","67.78998","2","33.89"
"54041341","21","12","67.77999","2","33.89"
"39529723","18","15","67.77000","2","33.89"
"61059217","24","16","67.76996","4","16.94"
"58296717","15","15","67.76000","1","67.76"
"50793394","18","16","67.74999","3","22.58"
"23448689","24","22","67.73000","2","33.87"
"58986988","24","23","67.72000","1","67.72"
"20752642","29","21","67.71000","2","33.86"
"21471388","25","25","67.70000","1","67.70"
"62424125","24","14","67.70000","2","33.85"
"59075847","23","15","67.69000","1","67.69"
"58293197","16","12","67.68998","2","33.84"
"59085312","17","15","67.68000","1","67.68"
"66586681","23","21","67.67999","1","67.68"
"58640558","15","14","67.65999","3","22.55"
"21189583","19","18","67.65000","1","67.65"
"61471895","19","19","67.64000","3","22.55"
"60483014","21","19","67.63999","1","67.64"
"58636143","20","18","67.63000","4","16.91"
"61817637","19","19","67.62999","6","11.27"
"61721282","19","17","67.62000","4","16.91"
"37613725","22","17","67.62000","2","33.81"
"37607374","19","19","67.61999","1","67.62"
"69751821","17","13","67.61998","1","67.62"
"31747311","55","8","67.60995","2","33.80"
"67341323","17","17","67.58999","1","67.59"
"36833058","17","14","67.58998","3","22.53"
"22641111","26","20","67.57000","10","6.76"
"22312406","25","23","67.57000","2","33.79"
"51516451","16","16","67.56000","1","67.56"
"60625142","27","19","67.56000","9","7.51"
"40172923","29","24","67.54000","2","33.77"
"34838369","24","15","67.54000","4","16.89"
"22210950","20","20","67.53999","2","33.77"
"64198363","19","16","67.53999","1","67.54"
"68496923","15","10","67.51997","1","67.52"
"41531284","25","13","67.51997","6","11.25"
"21155059","20","19","67.49999","3","22.50"
"20784727","19","10","67.49997","4","16.87"
"52478679","15","14","67.48999","2","33.74"
"21439768","27","16","67.48998","2","33.74"
"21475715","17","14","67.47999","1","67.48"
"58892770","13","12","67.47997","3","22.49"
"28399946","26","19","67.46000","3","22.49"
"54385007","20","16","67.44999","3","22.48"
"61847476","12","12","67.44997","4","16.86"
"22315714","19","16","67.44000","3","22.48"
"21933322","22","18","67.42000","3","22.47"
"59012629","13","12","67.41998","1","67.42"
"23748929","17","16","67.41000","1","67.41"
"59816146","23","16","67.41000","1","67.41"
"60230752","23","23","67.41000","4","16.85"
"34441240","15","13","67.40999","2","33.70"
"36040037","23","17","67.40999","1","67.41"
"58341664","13","12","67.40998","1","67.41"
"59585887","23","20","67.39998","3","22.47"
"68372954","20","15","67.39000","1","67.39"
"58896690","17","17","67.38997","3","22.46"
"60515177","20","17","67.38000","3","22.46"
"21469607","26","21","67.38000","1","67.38"
"21161228","29","24","67.37001","5","13.47"
"23748394","23","21","67.37000","1","67.37"
"39444241","25","23","67.37000","6","11.23"
"54544936","15","15","67.37000","1","67.37"
"30018072","25","19","67.36998","2","33.68"
"69617179","16","16","67.36996","1","67.37"
"69734000","18","14","67.36000","2","33.68"
"23633316","22","18","67.36000","2","33.68"
"59027459","37","21","67.36000","7","9.62"
"51277535","19","14","67.35000","2","33.68"
"53586904","19","15","67.34998","1","67.35"
"51294925","15","14","67.32999","3","22.44"
"27909009","17","17","67.32000","2","33.66"
"69744613","23","23","67.29999","2","33.65"
"59012643","16","16","67.28999","2","33.64"
"59807917","24","17","67.28998","6","11.21"
"58655305","29","16","67.27997","9","7.48"
"62378705","16","16","67.27000","3","22.42"
"54544983","27","13","67.26997","1","67.27"
"58724517","20","19","67.25998","5","13.45"
"38987045","23","19","67.23000","3","22.41"
"58672136","22","14","67.21997","2","33.61"
"66720165","18","17","67.21000","2","33.61"
"39745127","19","17","67.20999","2","33.60"
"37050108","24","21","67.20000","1","67.20"
"58644599","16","13","67.20000","1","67.20"
"61756203","18","15","67.16000","2","33.58"
"22564010","20","16","67.15000","1","67.15"
"22399081","18","18","67.12999","1","67.13"
"39718157","23","18","67.12000","5","13.42"
"59447442","27","26","67.11000","1","67.11"
"61332690","22","22","67.10000","1","67.10"
"21241945","26","24","67.09000","1","67.09"
"64814690","28","20","67.09000","3","22.36"
"61499896","21","19","67.08000","2","33.54"
"58817932","24","22","67.08000","1","67.08"
"60441025","25","18","67.07999","1","67.08"
"22173721","19","19","67.07998","1","67.08"
"59026224","28","22","67.07000","6","11.18"
"21443603","16","12","67.07000","2","33.54"
"60621979","25","22","67.06000","2","33.53"
"58906901","30","16","67.04999","2","33.52"
"33459033","19","19","67.03999","1","67.04"
"21581913","20","17","67.03999","1","67.04"
"62457529","17","14","67.02999","6","11.17"
"62516721","20","19","67.02000","1","67.02"
"53509729","24","22","67.02000","2","33.51"
"56085574","18","18","67.02000","1","67.02"
"59502375","42","33","67.01000","6","11.17"
"60916669","22","19","67.01000","2","33.51"
"58250050","35","12","66.99998","1","67.00"
"29346382","7","7","66.99994","2","33.50"
"59464036","24","16","66.99000","2","33.50"
"39453126","24","11","66.98998","5","13.40"
"58255014","20","19","66.95999","3","22.32"
"58648703","28","21","66.93000","2","33.47"
"58647027","14","12","66.92998","1","66.93"
"59724406","25","9","66.92997","5","13.39"
"51834568","20","19","66.92000","4","16.73"
"64341310","36","25","66.91000","2","33.46"
"66710600","33","26","66.90000","3","22.30"
"60634900","17","17","66.89997","3","22.30"
"23739331","18","17","66.89000","1","66.89"
"52768649","131","8","66.88996","5","13.38"
"58317294","23","13","66.87999","3","22.29"
"59027882","24","16","66.87000","3","22.29"
"23678068","14","11","66.86999","2","33.43"
"58509640","21","17","66.86998","5","13.37"
"58241705","13","12","66.86997","2","33.43"
"64756166","16","16","66.86000","1","66.86"
"62354420","24","17","66.85000","2","33.43"
"23597745","14","13","66.84000","4","16.71"
"59643716","24","15","66.84000","1","66.84"
"22352082","18","17","66.83998","2","33.42"
"65682107","23","22","66.83000","1","66.83"
"58500379","17","17","66.82998","7","9.55"
"62352631","18","15","66.81000","2","33.41"
"34433619","26","20","66.80000","3","22.27"
"61455844","11","11","66.79997","2","33.40"
"60411925","21","11","66.78997","4","16.70"
"58353027","18","14","66.76999","1","66.77"
"33416548","16","15","66.75999","1","66.76"
"62395980","21","19","66.75999","1","66.76"
"58888532","24","13","66.75998","3","22.25"
"60515084","14","14","66.74000","1","66.74"
"58396094","22","17","66.74000","1","66.74"
"28839518","25","24","66.74000","1","66.74"
"36871921","25","15","66.73999","4","16.68"
"61478664","14","13","66.72999","2","33.36"
"61512204","24","20","66.72999","3","22.24"
"39540112","24","16","66.72998","4","16.68"
"22754638","23","21","66.72000","3","22.24"
"22253824","18","16","66.72000","1","66.72"
"58457173","27","21","66.71000","1","66.71"
"59568730","19","18","66.71000","4","16.68"
"51920752","26","16","66.70999","3","22.24"
